"Date","alt_height_slope","alt_type","side_andes","height","value","sd","type"
"2017-02-27","low_u_east","low","east","u",20.8174074074074,NA,"temp.min"
"2017-02-27","low_u_west","low","west","u",21.2248148148148,NA,"temp.min"
"2017-02-28","high_c_east","high","east","c",17.1698888888889,NA,"temp.min"
"2017-02-28","high_c_west","high","west","c",17.2227777777778,NA,"temp.min"
"2017-02-28","high_u_east","high","east","u",17.1829166666667,NA,"temp.min"
"2017-02-28","high_u_west","high","west","u",17.2095238095238,NA,"temp.min"
"2017-02-28","low_c_east","low","east","c",21.1561111111111,NA,"temp.min"
"2017-02-28","low_c_west","low","west","c",20.7160185185185,NA,"temp.min"
"2017-02-28","low_u_east","low","east","u",21.3497222222222,NA,"temp.min"
"2017-02-28","low_u_west","low","west","u",20.9861111111111,NA,"temp.min"
"2017-03-01","high_c_east","high","east","c",17.4794444444444,NA,"temp.min"
"2017-03-01","high_c_west","high","west","c",17.5492857142857,NA,"temp.min"
"2017-03-01","high_u_east","high","east","u",17.5875,NA,"temp.min"
"2017-03-01","high_u_west","high","west","u",17.4064285714286,NA,"temp.min"
"2017-03-01","low_c_east","low","east","c",21.1220634920635,NA,"temp.min"
"2017-03-01","low_c_west","low","west","c",20.2157407407407,NA,"temp.min"
"2017-03-01","low_u_east","low","east","u",21.3418518518519,NA,"temp.min"
"2017-03-01","low_u_west","low","west","u",20.5491666666667,NA,"temp.min"
"2017-03-02","high_c_east","high","east","c",17.9454444444444,NA,"temp.min"
"2017-03-02","high_c_west","high","west","c",17.5595238095238,NA,"temp.min"
"2017-03-02","high_u_east","high","east","u",17.95625,NA,"temp.min"
"2017-03-02","high_u_west","high","west","u",17.4915079365079,NA,"temp.min"
"2017-03-02","low_c_east","low","east","c",21.2821428571429,NA,"temp.min"
"2017-03-02","low_c_west","low","west","c",19.9696296296297,NA,"temp.min"
"2017-03-02","low_u_east","low","east","u",21.5208333333333,NA,"temp.min"
"2017-03-02","low_u_west","low","west","u",20.2950925925926,NA,"temp.min"
"2017-03-03","high_c_east","high","east","c",17.3367777777778,NA,"temp.min"
"2017-03-03","high_c_west","high","west","c",16.9337301587302,NA,"temp.min"
"2017-03-03","high_u_east","high","east","u",17.4925,NA,"temp.min"
"2017-03-03","high_u_west","high","west","u",16.9950793650794,NA,"temp.min"
"2017-03-03","low_c_east","low","east","c",21.7734920634921,NA,"temp.min"
"2017-03-03","low_c_west","low","west","c",20.552962962963,NA,"temp.min"
"2017-03-03","low_u_east","low","east","u",21.9906481481481,NA,"temp.min"
"2017-03-03","low_u_west","low","west","u",20.8869444444444,NA,"temp.min"
"2017-03-04","high_c_east","high","east","c",16.5796666666667,NA,"temp.min"
"2017-03-04","high_c_west","high","west","c",17.8619047619048,NA,"temp.min"
"2017-03-04","high_u_east","high","east","u",16.6236111111111,NA,"temp.min"
"2017-03-04","high_u_west","high","west","u",17.7023015873016,NA,"temp.min"
"2017-03-04","low_c_east","low","east","c",21.4594444444445,NA,"temp.min"
"2017-03-04","low_c_west","low","west","c",19.1096296296296,NA,"temp.min"
"2017-03-04","low_u_east","low","east","u",21.687962962963,NA,"temp.min"
"2017-03-04","low_u_west","low","west","u",19.4980555555555,NA,"temp.min"
"2017-03-05","high_c_east","high","east","c",17.1033333333333,NA,"temp.min"
"2017-03-05","high_c_west","high","west","c",17.7462698412698,NA,"temp.min"
"2017-03-05","high_u_east","high","east","u",17.0998611111111,NA,"temp.min"
"2017-03-05","high_u_west","high","west","u",17.678253968254,NA,"temp.min"
"2017-03-05","low_c_east","low","east","c",20.9449206349206,NA,"temp.min"
"2017-03-05","low_c_west","low","west","c",20.9384259259259,NA,"temp.min"
"2017-03-05","low_u_east","low","east","u",21.1669444444444,NA,"temp.min"
"2017-03-05","low_u_west","low","west","u",21.260462962963,NA,"temp.min"
"2017-03-06","high_c_east","high","east","c",17.2318888888889,NA,"temp.min"
"2017-03-06","high_c_west","high","west","c",18.1674603174603,NA,"temp.min"
"2017-03-06","high_u_east","high","east","u",17.2898611111111,NA,"temp.min"
"2017-03-06","high_u_west","high","west","u",18.2459523809524,NA,"temp.min"
"2017-03-06","low_c_east","low","east","c",20.8906349206349,NA,"temp.min"
"2017-03-06","low_c_west","low","west","c",21.3359259259259,NA,"temp.min"
"2017-03-06","low_u_east","low","east","u",21.0874074074074,NA,"temp.min"
"2017-03-06","low_u_west","low","west","u",21.6063888888889,NA,"temp.min"
"2017-03-07","high_c_east","high","east","c",16.7746666666667,NA,"temp.min"
"2017-03-07","high_c_west","high","west","c",17.6378571428571,NA,"temp.min"
"2017-03-07","high_u_east","high","east","u",16.82625,NA,"temp.min"
"2017-03-07","high_u_west","high","west","u",17.7361111111111,NA,"temp.min"
"2017-03-07","low_c_east","low","east","c",20.2844444444445,NA,"temp.min"
"2017-03-07","low_c_west","low","west","c",21.0219444444444,NA,"temp.min"
"2017-03-07","low_u_east","low","east","u",20.5037037037037,NA,"temp.min"
"2017-03-07","low_u_west","low","west","u",21.3557407407407,NA,"temp.min"
"2017-03-08","high_c_east","high","east","c",17.3173333333333,NA,"temp.min"
"2017-03-08","high_c_west","high","west","c",17.6715873015873,NA,"temp.min"
"2017-03-08","high_u_east","high","east","u",17.3319444444444,NA,"temp.min"
